DBDF, Vendor ID, Device ID, Class ID, Base Address 0, Size 0, Base Address 1, Size 1, Base Address 2, Size 2, Vendor, Device, Class
0000:00:00.0,0x8086,0x2020,0x0600,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E DMI3 Registers,Host bridge
0000:00:04.0,0x8086,0x2021,0x0880,0x000000003FF2C004,0x00004000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CBDMA Registers,System peripheral
0000:00:04.1,0x8086,0x2021,0x0880,0x000000003FF28004,0x00004000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CBDMA Registers,System peripheral
0000:00:04.2,0x8086,0x2021,0x0880,0x000000003FF24004,0x00004000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CBDMA Registers,System peripheral
0000:00:04.3,0x8086,0x2021,0x0880,0x000000003FF20004,0x00004000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CBDMA Registers,System peripheral
0000:00:04.4,0x8086,0x2021,0x0880,0x000000003FF1C004,0x00004000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CBDMA Registers,System peripheral
0000:00:04.5,0x8086,0x2021,0x0880,0x000000003FF18004,0x00004000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CBDMA Registers,System peripheral
0000:00:04.6,0x8086,0x2021,0x0880,0x000000003FF14004,0x00004000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CBDMA Registers,System peripheral
0000:00:04.7,0x8086,0x2021,0x0880,0x000000003FF10004,0x00004000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E CBDMA Registers,System peripheral
0000:00:05.0,0x8086,0x2024,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E MM/Vt-d Configuration Registers,System peripheral
0000:00:05.2,0x8086,0x2025,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E RAS,System peripheral
0000:00:05.4,0x8086,0x2026,0x0800,0x000000009132B000,0x00001000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E IOAPIC,PIC
0000:00:08.0,0x8086,0x2014,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Ubox Registers,System peripheral
0000:00:08.1,0x8086,0x2015,0x1101,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Ubox Registers,Performance counters
0000:00:08.2,0x8086,0x2016,0x0880,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,Sky Lake-E Ubox Registers,System peripheral
0000:00:11.0,0x8086,0xA1EC,0xFF00,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,C620 Series Chipset Family MROM 0,Unassigned class [ff00]
0000:00:11.1,0x8086,0xA1ED,0xFF00,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,C620 Series Chipset Family MROM 1,Unassigned class [ff00]
0000:00:11.5,0x8086,0xA1D2,0x0106,0x0000000091326000,0x00002000,0x000000009132A000,0x00000100,0x00000000000030D1,0x00000008,Intel Corporation,C620 Series Chipset Family SSATA Controller [AHCI mode],SATA controller
0000:00:14.0,0x8086,0xA1AF,0x0C03,0x000000003FF00004,0x00010000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,C620 Series Chipset Family USB 3.0 xHCI Controller,USB controller
0000:00:14.2,0x8086,0xA1B1,0x1180,0x000000003FF31004,0x00001000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,C620 Series Chipset Family Thermal Subsystem,Signal processing controller
0000:00:16.0,0x8086,0xA1BA,0x0780,0x000000003FF30004,0x00001000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,C620 Series Chipset Family MEI Controller #1,Communication controller
0000:00:16.2,0x8086,0xA1BC,0x0101,0x00000000000030B1,0x00000008,0x00000000000030A1,0x00000004,0x0000000000003091,0x00000008,Intel Corporation,C620 Series Chipset Family IDE Redirection,IDE interface
0000:00:17.0,0x8086,0xA182,0x0106,0x0000000091324000,0x00002000,0x0000000091328000,0x00000100,0x0000000000003051,0x00000008,Intel Corporation,C620 Series Chipset Family SATA Controller [AHCI mode],SATA controller
0000:00:1c.0,0x8086,0xA190,0x0604,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,C620 Series Chipset Family PCI Express Root Port #1,PCI bridge
0000:00:1c.7,0x8086,0xA197,0x0604,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,C620 Series Chipset Family PCI Express Root Port #8,PCI bridge
0000:00:1f.0,0x8086,0xA1C1,0x0601,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,0x0000000000000000,0x00000000,Intel Corporation,C621 Series Chipset LPC/eSPI Controller,ISA bridge
